file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,Problem,Package,File,Priority,Line,Description,Rule set,Rule,ClassName,HasBadSmell
C:\Users\Kaveri\Downloads\Assignment 2\react-native-videos\react-native-video\examples\FabricExample\android\app\src\main\java\net\video\fabricexample\MainActivity.java,net.video.fabricexample.MainActivity,class,5,6,1,5,5,2,0,8,3,0.6666667,0.0,0.0,3,0,0,0,3,0,3,0,0,0,2,2,0,2,0,0,2,0,0,19,2,0,0,0,0,1,0,2,0,2,1,0,0,0,60,1,0,,,,,,,,,,False
C:\Users\Kaveri\Downloads\Assignment 2\react-native-videos\react-native-video\android\src\main\java\androidx\media3\exoplayer\rtsp\RtspMediaSource.java,androidx.media3.exoplayer.rtsp.RtspMediaSource,class,1,1,0,1,1,1,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,,,,,,,,,,False
C:\Users\Kaveri\Downloads\Assignment 2\react-native-videos\react-native-video\android\src\main\java\androidx\media3\exoplayer\smoothstreaming\SsMediaSource.java,androidx.media3.exoplayer.smoothstreaming.SsMediaSource,class,1,1,0,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,,,,,,,,,,False
C:\Users\Kaveri\Downloads\Assignment 2\react-native-videos\react-native-video\android\src\main\java\androidx\media3\exoplayer\dash\DashUtil.java,androidx.media3.exoplayer.dash.DashUtil,class,3,4,1,3,1,1,0,0,0,0.0,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,,,,,,,,,,False
C:\Users\Kaveri\Downloads\Assignment 2\react-native-videos\react-native-video\android\src\main\java\com\brentvatne\exoplayer\ReactExoplayerLoadErrorHandlingPolicy.java,com.brentvatne.exoplayer.ReactExoplayerLoadErrorHandlingPolicy,class,3,4,1,3,8,2,0,3,1,0.33333334,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,1,22,4,0,1,0,2,2,4,2,2,2,1,0,0,0,30,17,0,,,,,,,,,,False
C:\Users\Kaveri\Downloads\Assignment 2\react-native-videos\react-native-video\examples\video-caching\android\app\src\main\java\com\videocaching\MainApplication.java,com.videocaching.MainApplication$Anonymous1,anonymous,2,2,0,2,3,1,0,1,3,0.0,0.0,0.0,3,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,11,3,0,0,0,0,1,0,0,0,0,0,0,0,0,14,-1,0,,,,,,,,,,False
C:\Users\Kaveri\Downloads\Assignment 2\react-native-videos\react-native-video\android\src\main\java\com\brentvatne\exoplayer\ReactExoplayerView.java,com.brentvatne.exoplayer.ReactExoplayerView$OnAudioFocusChangedListener,innerclass,5,5,0,5,11,1,0,6,0,0.0,,,2,0,1,1,0,0,1,0,0,0,2,0,0,2,0,0,2,0,0,40,0,0,4,0,0,0,2,5,2,3,3,0,0,2,20,10,0,,,,,,,,,,False
C:\Users\Kaveri\Downloads\Assignment 2\react-native-videos\react-native-video\android\src\main\java\com\brentvatne\exoplayer\FullScreenPlayerView.java,com.brentvatne.exoplayer.FullScreenPlayerView$KeepScreenOnUpdater,innerclass,3,3,0,3,6,1,0,8,0,0.25,1.0,1.0,2,0,1,0,0,1,2,0,0,0,2,1,0,2,0,0,2,0,0,29,0,0,2,1,0,3,1,5,0,5,4,0,0,0,41,10,0,,,,,,,,,,False
C:\Users\Kaveri\Downloads\Assignment 2\react-native-videos\react-native-video\android\src\main\java\androidx\media3\exoplayer\dash\manifest\DashManifest.java,androidx.media3.exoplayer.dash.manifest.DashManifest,class,1,3,2,1,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,,,,,,,,,,False
C:\Users\Kaveri\Downloads\Assignment 2\react-native-videos\react-native-video\examples\exampletvOS\android\app\src\debug\java\com\exampletvos\ReactNativeFlipper.java,com.exampletvos.ReactNativeFlipper$Anonymous2,anonymous,1,1,0,1,1,1,0,2,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,-1,0,,,,,,,,,,False
C:\Users\Kaveri\Downloads\Assignment 2\react-native-videos\react-native-video\examples\FabricExample\android\app\src\main\java\net\video\fabricexample\MainApplication.java,net.video.fabricexample.MainApplication$Anonymous1,anonymous,2,2,0,2,5,1,0,1,10,0.0,0.0,0.0,5,0,1,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,0,2,0,1,0,1,0,0,0,0,19,-1,0,,,,,,,,,,False
C:\Users\Kaveri\Downloads\Assignment 2\react-native-videos\react-native-video\examples\exampletvOS\android\app\src\debug\java\com\exampletvos\ReactNativeFlipper.java,com.exampletvos.ReactNativeFlipper$Anonymous1,anonymous,2,2,0,2,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0,,,,,,,,,,False
